# WHO ATC 5단계 코드 -> 영문 성분명 (구분자: |, 줄바꿈: LF)
# 출처: WHO ATC/DDD Index. 성분명에 쉼표가 있어 파이프 구분자를 사용한다.
atc_code|ingredient_en|is_combination
J04AC01|isoniazid|N
J04AC51|isoniazid|Y
J04AD01|protionamide|N
J04AD02|tiocarlide|N
J04AD03|ethionamide|N
J04AK01|pyrazinamide|N
J04AK02|ethambutol|N
J04AK03|terizidone|N
J04AK04|morinamide|N
J04AK05|bedaquiline|N
J04AK06|delamanid|N
J04AK07|thioacetazone|N
J04AK08|pretomanid|N
J04AM01|streptomycin and isoniazid|N
J04AM02|rifampicin and isoniazid|N
J04AM03|ethambutol and isoniazid|N
J04AM04|thioacetazone and isoniazid|N
J04AM05|rifampicin, pyrazinamide and isoniazid|N
J04AM06|rifampicin, pyrazinamide, ethambutol and isoniazid|N
J04AM07|rifampicin, ethambutol and isoniazid|N
J04AM08|isoniazid, sulfamethoxazole, trimethoprim and pyridoxine|N
J04BA01|clofazimine|N
J04BA02|dapsone|N
J04BA03|aldesulfone sodium|N
J05AA01|metisazone|N
J05AB01|aciclovir|N
J05AB02|idoxuridine|N
J05AB03|vidarabine|N
J05AB06|ganciclovir|N
J05AB09|famciclovir|N
J05AB11|valaciclovir|N
J05AB12|cidofovir|N
J05AB13|penciclovir|N
J05AB14|valganciclovir|N
J05AB15|brivudine|N
J05AC02|rimantadine|N
J05AC03|tromantadine|N
J05AD01|foscarnet|N
J05AD02|fosfonet|N
J05AE01|saquinavir|N
J05AE02|indinavir|N
J05AE03|ritonavir|N
J05AE04|nelfinavir|N
J05AE05|amprenavir|N
J05AE07|fosamprenavir|N
J05AE08|atazanavir|N
J05AE09|tipranavir|N
J05AE10|darunavir|N
J05AF01|zidovudine|N
J05AF02|didanosine|N
J05AF03|zalcitabine|N
J05AF04|stavudine|N
J05AF05|lamivudine|N
J05AF06|abacavir|N
J05AF07|tenofovir disoproxil|N
J05AF08|adefovir dipivoxil|N
J05AF09|emtricitabine|N
J05AF10|entecavir|N
J05AF11|telbivudine|N
J05AF12|clevudine|N
J05AF13|tenofovir alafenamide|N
J05AG01|nevirapine|N
J05AG02|delavirdine|N
J05AG03|efavirenz|N
J05AG04|etravirine|N
J05AG05|rilpivirine|N
J05AG06|doravirine|N
J05AH01|zanamivir|N
J05AH02|oseltamivir|N
J05AH03|peramivir|N
J05AH04|laninamivir|N
J05AJ01|raltegravir|N
J05AJ02|elvitegravir|N
J05AJ03|dolutegravir|N
J05AJ04|cabotegravir|N
J05AP01|ribavirin|N
J05AP02|telaprevir|N
J05AP03|boceprevir|N
J05AP04|faldaprevir|N
J05AP05|simeprevir|N
J05AP06|asunaprevir|N
J05AP07|daclatasvir|N
J05AP08|sofosbuvir|N
J05AP09|dasabuvir|N
J05AP10|elbasvir|N
J05AP11|grazoprevir|N
J05AP51|sofosbuvir and ledipasvir|N
J05AP52|dasabuvir, ombitasvir, paritaprevir and ritonavir|N
J05AP53|ombitasvir, paritaprevir and ritonavir|N
J05AP54|elbasvir and grazoprevir|N
J05AP55|sofosbuvir and velpatasvir|N
J05AP56|sofosbuvir, velpatasvir and voxilaprevir|N
J05AP57|glecaprevir and pibrentasvir|N
J05AP58|daclatasvir, asunaprevir and beclabuvir|N
J05AR01|zidovudine and lamivudine|N
J05AR02|lamivudine and abacavir|N
J05AR03|tenofovir disoproxil and emtricitabine|N
J05AR04|zidovudine, lamivudine and abacavir|N
J05AR05|zidovudine, lamivudine and nevirapine|N
J05AR06|emtricitabine, tenofovir disoproxil and efavirenz|N
J05AR07|stavudine, lamivudine and nevirapine|N
J05AR08|emtricitabine, tenofovir disoproxil and rilpivirine|N
J05AR09|emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat|N
J05AR10|lopinavir and ritonavir|N
J05AR11|lamivudine, tenofovir disoproxil and efavirenz|N
J05AR12|lamivudine and tenofovir disoproxil|N
J05AR13|lamivudine, abacavir and dolutegravir|N
J05AR14|darunavir and cobicistat|N
J05AR15|atazanavir and cobicistat|N
J05AR16|lamivudine and raltegravir|N
J05AR17|emtricitabine and tenofovir alafenamide|N
J05AR18|emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat|N
J05AR19|emtricitabine, tenofovir alafenamide and rilpivirine|N
J05AR20|emtricitabine, tenofovir alafenamide and bictegravir|N
J05AR21|dolutegravir and rilpivirine|N
J05AR22|emtricitabine, tenofovir alafenamide, darunavir and cobicistat|N
J05AR23|atazanavir and ritonavir|N
J05AR24|lamivudine, tenofovir disoproxil and doravirine|N
J05AR25|lamivudine and dolutegravir|N
J05AR26|darunavir and ritonavir|N
J05AR27|lamivudine, tenofovir disoproxil and dolutegravir|N
J05AX01|moroxydine|N
J05AX02|lysozyme|N
J05AX05|inosine pranobex|N
J05AX06|pleconaril|N
J05AX07|enfuvirtide|N
J05AX09|maraviroc|N
J05AX10|maribavir|N
J05AX13|umifenovir|N
J05AX17|enisamium iodide|N
J05AX18|letermovir|N
J05AX19|tilorone|N
J05AX21|pentanedioic acid imidazolyl ethanamide|N
J05AX23|ibalizumab|N
J05AX24|tecovirimat|N
J05AX25|baloxavir marboxil|N
J05AX26|amenamevir|N
J05AX27|favipiravir|N
J05AX28|bulevirtide|N
J05AX29|fostemsavir|N
J06AA01|diphtheria antitoxin|N
J06AA02|tetanus antitoxin|N
J06AA03|snake venom antiserum|N
J06AA04|botulinum antitoxin|N
J06AA05|gas-gangrene sera|N
J06AA06|rabies serum|N
J06BA01|immunoglobulins, normal human, for extravascular adm.|N
J06BA02|immunoglobulins, normal human, for intravascular adm.|N
J06BB01|anti-D (rh) immunoglobulin|N
J06BB02|tetanus immunoglobulin|N
J06BB03|varicella/zoster immunoglobulin|N
J06BB04|hepatitis B immunoglobulin|N
J06BB05|rabies immunoglobulin|N
J06BB06|rubella immunoglobulin|N
J06BB07|vaccinia immunoglobulin|N
J06BB08|staphylococcus immunoglobulin|N
J06BB09|cytomegalovirus immunoglobulin|N
J06BB10|diphtheria immunoglobulin|N
J06BB11|hepatitis A immunoglobulin|N
J06BB12|encephalitis, tick borne immunoglobulin|N
J06BB13|pertussis immunoglobulin|N
J06BB14|measles immunoglobulin|N
J06BB15|mumps immunoglobulin|N
J06BB16|palivizumab|N
J06BB17|motavizumab|N
J06BB18|raxibacumab|N
J06BB19|anthrax immunoglobulin|N
J06BB21|bezlotoxumab|N
J06BB22|obiltoxaximab|N
J06BB30|combinations|N
J06BC01|nebacumab|N
J07AC01|anthrax antigen|N
J07AD01|brucella antigen|N
J07AE01|cholera, inactivated, whole cell|N
J07AE02|cholera, live attenuated|N
J07AE51|cholera|Y
J07AF01|diphtheria toxoid|N
J07AG01|haemophilus influenzae B, purified antigen conjugated|N
J07AG51|haemophilus influenzae B|Y
J07AG52|haemophilus influenzae B|Y
J07AG53|haemophilus influenzae B|Y
J07AH01|meningococcus A, purified polysaccharides antigen|N
J07AH02|other meningococcal monovalent purified polysaccharides antigen|N
J07AH03|meningococcus A,C, bivalent purified polysaccharides antigen|N
J07AH04|meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen|N
J07AH05|other meningococcal polyvalent purified polysaccharides antigen|N
J07AH06|meningococcus B, outer membrane vesicle vaccine|N
J07AH07|meningococcus C, purified polysaccharides antigen conjugated|N
J07AH08|meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen conjugated|N
J07AH09|meningococcus B, multicomponent vaccine|N
J07AH10|meningococcus A, purified polysaccharides antigen conjugated|N
J07AJ01|pertussis, inactivated, whole cell|N
J07AJ02|pertussis, purified antigen|N
J07AJ51|pertussis, inactivated, whole cell|Y
J07AJ52|pertussis, purified antigen|Y
J07AK01|plague, inactivated, whole cell|N
J07AL01|pneumococcus, purified polysaccharides antigen|N
J07AL02|pneumococcus, purified polysaccharides antigen conjugated|N
J07AL52|pneumococcus purified polysaccharides antigen and haemophilus influenzae, conjugated|N
J07AM01|tetanus toxoid|N
J07AM51|tetanus toxoid|Y
J07AM52|tetanus toxoid|Y
J07AN01|tuberculosis, live attenuated|N
J07AP01|typhoid, oral, live attenuated|N
J07AP02|typhoid, inactivated, whole cell|N
J07AP03|typhoid, purified polysaccharide antigen|N
J07AP10|typhoid|Y
J07AR01|typhus exanthematicus, inactivated, whole cell|N
J07BA01|encephalitis, tick borne, inactivated, whole virus|N
J07BA02|encephalitis, Japanese, inactivated, whole virus|N
J07BA03|encephalitis, Japanese, live attenuated|N
J07BB01|influenza, inactivated, whole virus|N
J07BB02|influenza, inactivated, split virus or surface antigen|N
J07BB03|influenza, live attenuated|N
J07BB04|influenza, virus like particles|N
J07BC01|hepatitis B, purified antigen|N
J07BC02|hepatitis A, inactivated, whole virus|N
J07BC20|combinations|N
J07BD01|measles, live attenuated|N
J07BD51|measles|Y
J07BD52|measles|Y
J07BD53|measles|Y
J07BD54|measles|Y
J07BE01|mumps, live attenuated|N
J07BF01|poliomyelitis oral, monovalent, live attenuated|N
J07BF02|poliomyelitis oral, trivalent, live attenuated|N
J07BF03|poliomyelitis, trivalent, inactivated, whole virus|N
J07BF04|poliomyelitis oral, bivalent, live attenuated|N
J07BG01|rabies, inactivated, whole virus|N
J07BH01|rota virus, live attenuated|N
J07BH02|rota virus, pentavalent, live, reassorted|N
J07BJ01|rubella, live attenuated|N
J07BJ51|rubella|Y
J07BK01|varicella, live attenuated|N
J07BK02|zoster, live attenuated|N
J07BK03|zoster, purified antigen|N
J07BL01|yellow fever, live attenuated|N
J07BM01|papillomavirus (human types 6, 11, 16, 18)|N
J07BM02|papillomavirus (human types 16, 18)|N
J07BM03|papillomavirus (human types 6, 11, 16, 18, 31, 33, 45, 52, 58)|N
J07BX01|smallpox vaccines|N
J07BX02|ebola vaccines|N
J07CA01|diphtheria-poliomyelitis-tetanus|N
J07CA02|diphtheria-pertussis-poliomyelitis-tetanus|N
J07CA03|diphtheria-rubella-tetanus|N
J07CA04|haemophilus influenzae B and poliomyelitis|N
J07CA05|diphtheria-hepatitis B-pertussis-tetanus|N
J07CA06|diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus|N
J07CA07|diphtheria-hepatitis B-tetanus|N
J07CA08|haemophilus influenzae B and hepatitis B|N
J07CA09|diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B|N
J07CA10|typhoid-hepatitis A|N
J07CA11|diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B|N
J07CA12|diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B|N
J07CA13|diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C|N
L01AA01|cyclophosphamide|N
L01AA02|chlorambucil|N
L01AA03|melphalan|N
L01AA05|chlormethine|N
L01AA06|ifosfamide|N
L01AA07|trofosfamide|N
L01AA08|prednimustine|N
L01AA09|bendamustine|N
L01AB01|busulfan|N
L01AB02|treosulfan|N
L01AB03|mannosulfan|N
L01AC01|thiotepa|N
L01AC02|triaziquone|N
L01AC03|carboquone|N
L01AD01|carmustine|N
L01AD02|lomustine|N
L01AD03|semustine|N
L01AD04|streptozocin|N
L01AD05|fotemustine|N
L01AD06|nimustine|N
L01AD07|ranimustine|N
L01AD08|uramustine|N
L01AG01|etoglucid|N
L01AX01|mitobronitol|N
L01AX02|pipobroman|N
L01AX03|temozolomide|N
L01AX04|dacarbazine|N
L01BA01|methotrexate|N
L01BA03|raltitrexed|N
L01BA04|pemetrexed|N
L01BA05|pralatrexate|N
L01BB02|mercaptopurine|N
L01BB03|tioguanine|N
L01BB04|cladribine|N
L01BB05|fludarabine|N
L01BB06|clofarabine|N
L01BB07|nelarabine|N
L01BC01|cytarabine|N
L01BC02|fluorouracil|N
L01BC03|tegafur|N
L01BC04|carmofur|N
L01BC05|gemcitabine|N
L01BC06|capecitabine|N
L01BC07|azacitidine|N
L01BC08|decitabine|N
L01BC09|floxuridine|N
L01BC52|fluorouracil|Y
L01BC53|tegafur|Y
L01BC59|trifluridine|Y
L01CA01|vinblastine|N
L01CA02|vincristine|N
L01CA03|vindesine|N
L01CA04|vinorelbine|N
L01CA05|vinflunine|N
L01CA06|vintafolide|N
L01CB01|etoposide|N
L01CB02|teniposide|N
L01CC01|demecolcine|N
L01CD01|paclitaxel|N
L01CD02|docetaxel|N
L01CD03|paclitaxel poliglumex|N
L01CD04|cabazitaxel|N
L01CE01|topotecan|N
L01CE02|irinotecan|N
L01CE03|etirinotecan pegol|N
L01CE04|belotecan|N
L01CX01|trabectedin|N
L01DA01|dactinomycin|N
L01DB01|doxorubicin|N
L01DB02|daunorubicin|N
L01DB03|epirubicin|N
L01DB04|aclarubicin|N
L01DB05|zorubicin|N
L01DB06|idarubicin|N
L01DB07|mitoxantrone|N
L01DB08|pirarubicin|N
L01DB09|valrubicin|N
L01DB10|amrubicin|N
L01DB11|pixantrone|N
L01DC01|bleomycin|N
L01DC02|plicamycin|N
L01DC03|mitomycin|N
L01DC04|ixabepilone|N
L01EA01|imatinib|N
L01EA02|dasatinib|N
L01EA03|nilotinib|N
L01EA04|bosutinib|N
L01EA05|ponatinib|N
L01EB01|gefitinib|N
L01EB02|erlotinib|N
L01EB03|afatinib|N
L01EB04|osimertinib|N
L01EB05|rociletinib|N
L01EB06|olmutinib|N
L01EB07|dacomitinib|N
L01EB08|icotinib|N
L01EC01|vemurafenib|N
L01EC02|dabrafenib|N
L01EC03|encorafenib|N
L01ED01|crizotinib|N
L01ED02|ceritinib|N
L01ED03|alectinib|N
L01ED04|brigatinib|N
L01ED05|lorlatinib|N
L01EE01|trametinib|N
L01EE02|cobimetinib|N
L01EE03|binimetinib|N
L01EE04|selumetinib|N
L01EF01|palbociclib|N
L01EF02|ribociclib|N
L01EF03|abemaciclib|N
L01EG01|temsirolimus|N
L01EG02|everolimus|N
L01EG03|ridaforolimus|N
L01EH01|lapatinib|N
L01EH02|neratinib|N
L01EH03|tucatinib|N
L01EJ01|ruxolitinib|N
L01EJ02|fedratinib|N
L01EK01|axitinib|N
L01EK02|cediranib|N
L01EK03|tivozanib|N
L01EL01|ibrutinib|N
L01EL02|acalabrutinib|N
L01EL03|zanubrutinib|N
L01EM01|idelalisib|N
L01EM02|copanlisib|N
L01EM03|alpelisib|N
L01EM04|duvelisib|N
L01EX01|sunitinib|N
L01EX02|sorafenib|N
L01EX03|pazopanib|N
L01EX04|vandetanib|N
L01EX05|regorafenib|N
L01EX06|masitinib|N
L01EX07|cabozantinib|N
L01EX08|lenvatinib|N
L01EX09|nintedanib|N
L01EX10|midostaurin|N
L01EX11|quizartinib|N
L01EX12|larotrectinib|N
L01EX13|gilteritinib|N
L01EX14|entrectinib|N
L01EX15|pexidartinib|N
L01EX16|erdafitinib|N
L01EX17|capmatinib|N
L01EX18|avapritinib|N
L01EX19|ripretinib|N
L01EX20|pemigatinib|N
L01EX21|tepotinib|N
L01XA01|cisplatin|N
L01XA02|carboplatin|N
L01XA03|oxaliplatin|N
L01XA04|satraplatin|N
L01XA05|polyplatillen|N
L01XB01|procarbazine|N
L01XC01|edrecolomab|N
L01XC02|rituximab|N
L01XC03|trastuzumab|N
L01XC05|gemtuzumab ozogamicin|N
L01XC06|cetuximab|N
L01XC07|bevacizumab|N
L01XC08|panitumumab|N
L01XC09|catumaxomab|N
L01XC10|ofatumumab|N
L01XC11|ipilimumab|N
L01XC12|brentuximab vedotin|N
L01XC13|pertuzumab|N
L01XC14|trastuzumab emtansine|N
L01XC15|obinutuzumab|N
L01XC16|dinutuximab beta|N
L01XC17|nivolumab|N
L01XC18|pembrolizumab|N
L01XC19|blinatumomab|N
L01XC21|ramucirumab|N
L01XC22|necitumumab|N
L01XC23|elotuzumab|N
L01XC24|daratumumab|N
L01XC25|mogamulizumab|N
L01XC26|inotuzumab ozogamicin|N
L01XC27|olaratumab|N
L01XC28|durvalumab|N
L01XC29|bermekimab|N
L01XC31|avelumab|N
L01XC32|atezolizumab|N
L01XC33|cemiplimab|N
L01XC34|moxetumomab pasudotox|N
L01XC35|tafasitamab|N
L01XC36|enfortumab vedotin|N
L01XC37|polatuzumab vedotin|N
L01XC38|isatuximab|N
L01XC39|belantamab mafodotin|N
L01XC40|dostarlimab|N
L01XC41|trastuzumab deruxtecan|N
L01XD01|porfimer sodium|N
L01XD03|methyl aminolevulinate|N
L01XD04|aminolevulinic acid|N
L01XD05|temoporfin|N
L01XD06|efaproxiral|N
L01XD07|padeliporfin|N
L01XF01|tretinoin|N
L01XF02|alitretinoin|N
L01XF03|bexarotene|N
L01XG01|bortezomib|N
L01XG02|carfilzomib|N
L01XG03|ixazomib|N
L01XH01|vorinostat|N
L01XH02|romidepsin|N
L01XH03|panobinostat|N
L01XH04|belinostat|N
L01XH05|entinostat|N
L01XJ01|vismodegib|N
L01XJ02|sonidegib|N
L01XJ03|glasdegib|N
L01XK01|olaparib|N
L01XK02|niraparib|N
L01XK03|rucaparib|N
L01XK04|talazoparib|N
L01XK05|veliparib|N
L01XX01|amsacrine|N
L01XX02|asparaginase|N
L01XX03|altretamine|N
L01XX05|hydroxycarbamide|N
L01XX07|lonidamine|N
L01XX08|pentostatin|N
L01XX10|masoprocol|N
L01XX11|estramustine|N
L01XX16|mitoguazone|N
L01XX18|tiazofurine|N
L01XX23|mitotane|N
L01XX24|pegaspargase|N
L01XX27|arsenic trioxide|N
L01XX29|denileukin diftitox|N
L01XX33|celecoxib|N
L01XX35|anagrelide|N
L01XX36|oblimersen|N
L01XX37|sitimagene ceradenovec|N
L01XX40|omacetaxine mepesuccinate|N
L01XX41|eribulin|N
L01XX44|aflibercept|N
L01XX51|talimogene laherparepvec|N
L01XX52|venetoclax|N
L01XX53|vosaroxin|N
L01XX57|plitidepsin|N
L01XX58|epacadostat|N
L01XX59|enasidenib|N
L01XX62|ivosidenib|N
L01XX66|selinexor|N
L01XX67|tagraxofusp|N
L01XX69|lurbinectedin|N
L01XX70|axicabtagene ciloleucel|N
L01XX71|tisagenlecleucel|N
L01XY01|cytarabine and daunorubicin|N
L01XY02|pertuzumab and trastuzumab|N
L02AA01|diethylstilbestrol|N
L02AA02|polyestradiol phosphate|N
L02AA03|ethinylestradiol|N
L02AA04|fosfestrol|N
L02AB01|megestrol|N
L02AB02|medroxyprogesterone|N
L02AB03|gestonorone|N
L02AE01|buserelin|N
L02AE02|leuprorelin|N
L02AE03|goserelin|N
L02AE04|triptorelin|N
L02AE05|histrelin|N
L02AE51|leuprorelin and bicalutamide|N
L02BA01|tamoxifen|N
L02BA02|toremifene|N
L02BA03|fulvestrant|N
L02BB01|flutamide|N
L02BB02|nilutamide|N
L02BB03|bicalutamide|N
L02BB04|enzalutamide|N
L02BB05|apalutamide|N
L02BB06|darolutamide|N
L02BG01|aminoglutethimide|N
L02BG02|formestane|N
L02BG03|anastrozole|N
L02BG04|letrozole|N
L02BG05|vorozole|N
L02BG06|exemestane|N
L02BX01|abarelix|N
L02BX02|degarelix|N
L02BX03|abiraterone|N
L03AA02|filgrastim|N
L03AA03|molgramostim|N
L03AA09|sargramostim|N
L03AA10|lenograstim|N
L03AA12|ancestim|N
L03AA13|pegfilgrastim|N
L03AA14|lipegfilgrastim|N
L03AA15|balugrastim|N
L03AA16|empegfilgrastim|N
L03AA17|pegteograstim|N
L03AB01|interferon alfa natural|N
L03AB02|interferon beta natural|N
L03AB03|interferon gamma|N
L03AB04|interferon alfa-2a|N
L03AB05|interferon alfa-2b|N
L03AB06|interferon alfa-n1|N
L03AB07|interferon beta-1a|N
L03AB08|interferon beta-1b|N
L03AB09|interferon alfacon-1|N
L03AB10|peginterferon alfa-2b|N
L03AB11|peginterferon alfa-2a|N
L03AB12|albinterferon alfa-2b|N
L03AB13|peginterferon beta-1a|N
L03AB14|cepeginterferon alfa-2b|N
L03AB15|ropeginterferon alfa-2b|N
L03AB60|peginterferon alfa-2b|Y
L03AB61|peginterferon alfa-2a|Y
L03AC01|aldesleukin|N
L03AC02|oprelvekin|N
L03AX01|lentinan|N
L03AX02|roquinimex|N
L03AX03|BCG vaccine|N
L03AX04|pegademase|N
L03AX05|pidotimod|N
L03AX07|poly I:C|N
L03AX08|poly ICLC|N
L03AX09|thymopentin|N
L03AX10|immunocyanin|N
L03AX11|tasonermin|N
L03AX12|melanoma vaccine|N
L03AX13|glatiramer acetate|N
L03AX14|histamine dihydrochloride|N
L03AX15|mifamurtide|N
L03AX16|plerixafor|N
L03AX17|sipuleucel-T|N
L03AX18|cridanimod|N
L03AX19|dasiprotimut-T|N
L03AX21|elapegademase|N
L04AA02|muromonab-CD3|N
L04AA03|antilymphocyte immunoglobulin (horse)|N
L04AA04|antithymocyte immunoglobulin (rabbit)|N
L04AA06|mycophenolic acid|N
L04AA10|sirolimus|N
L04AA13|leflunomide|N
L04AA15|alefacept|N
L04AA18|everolimus|N
L04AA19|gusperimus|N
L04AA21|efalizumab|N
L04AA22|abetimus|N
L04AA23|natalizumab|N
L04AA24|abatacept|N
L04AA25|eculizumab|N
L04AA26|belimumab|N
L04AA27|fingolimod|N
L04AA28|belatacept|N
L04AA29|tofacitinib|N
L04AA31|teriflunomide|N
L04AA32|apremilast|N
L04AA33|vedolizumab|N
L04AA34|alemtuzumab|N
L04AA35|begelomab|N
L04AA36|ocrelizumab|N
L04AA37|baricitinib|N
L04AA38|ozanimod|N
L04AA39|emapalumab|N
L04AA40|cladribine|N
L04AA41|imlifidase|N
L04AA42|siponimod|N
L04AA43|ravulizumab|N
L04AA44|upadacitinib|N
L04AA45|filgotinib|N
L04AA46|itacitinib|N
L04AA47|inebilizumab|N
L04AB01|etanercept|N
L04AB02|infliximab|N
L04AB03|afelimomab|N
L04AB04|adalimumab|N
L04AB05|certolizumab pegol|N
L04AB06|golimumab|N
L04AB07|opinercept|N
L04AC01|daclizumab|N
L04AC02|basiliximab|N
L04AC03|anakinra|N
L04AC04|rilonacept|N
L04AC05|ustekinumab|N
L04AC07|tocilizumab|N
L04AC08|canakinumab|N
L04AC09|briakinumab|N
L04AC10|secukinumab|N
L04AC11|siltuximab|N
L04AC12|brodalumab|N
L04AC13|ixekizumab|N
L04AC14|sarilumab|N
L04AC15|sirukumab|N
L04AC16|guselkumab|N
L04AC17|tildrakizumab|N
L04AC18|risankizumab|N
L04AC19|satralizumab|N
L04AD01|ciclosporin|N
L04AD02|tacrolimus|N
L04AD03|voclosporin|N
L04AX01|azathioprine|N
L04AX02|thalidomide|N
L04AX03|methotrexate|N
L04AX04|lenalidomide|N
L04AX05|pirfenidone|N
L04AX06|pomalidomide|N
L04AX07|dimethyl fumarate|N
L04AX08|darvadstrocel|N
M01AA01|phenylbutazone|N
M01AA02|mofebutazone|N
M01AA03|oxyphenbutazone|N
M01AA05|clofezone|N
M01AA06|kebuzone|N
M01AB01|indometacin|N
M01AB02|sulindac|N
M01AB03|tolmetin|N
M01AB04|zomepirac|N
M01AB05|diclofenac|N
M01AB06|alclofenac|N
M01AB07|bumadizone|N
M01AB08|etodolac|N
M01AB09|lonazolac|N
M01AB10|fentiazac|N
M01AB11|acemetacin|N
M01AB12|difenpiramide|N
M01AB13|oxametacin|N
M01AB14|proglumetacin|N
M01AB15|ketorolac|N
M01AB16|aceclofenac|N
M01AB17|bufexamac|N
M01AB51|indometacin|Y
M01AB55|diclofenac|Y
M01AC01|piroxicam|N
M01AC02|tenoxicam|N
M01AC04|droxicam|N
M01AC05|lornoxicam|N
M01AC06|meloxicam|N
M01AC56|meloxicam|Y
M01AE01|ibuprofen|N
M01AE02|naproxen|N
M01AE03|ketoprofen|N
M01AE04|fenoprofen|N
M01AE05|fenbufen|N
M01AE06|benoxaprofen|N
M01AE07|suprofen|N
M01AE08|pirprofen|N
M01AE09|flurbiprofen|N
M01AE10|indoprofen|N
M01AE11|tiaprofenic acid|N
M01AE12|oxaprozin|N
M01AE13|ibuproxam|N
M01AE14|dexibuprofen|N
M01AE15|flunoxaprofen|N
M01AE16|alminoprofen|N
M01AE17|dexketoprofen|N
M01AE18|naproxcinod|N
M01AE51|ibuprofen|Y
M01AE52|naproxen and esomeprazole|N
M01AE53|ketoprofen|Y
M01AE56|naproxen and misoprostol|N
M01AG01|mefenamic acid|N
M01AG02|tolfenamic acid|N
M01AG03|flufenamic acid|N
M01AG04|meclofenamic acid|N
M01AH01|celecoxib|N
M01AH02|rofecoxib|N
M01AH03|valdecoxib|N
M01AH04|parecoxib|N
M01AH05|etoricoxib|N
M01AH06|lumiracoxib|N
M01AH07|polmacoxib|N
M01AX01|nabumetone|N
M01AX02|niflumic acid|N
M01AX04|azapropazone|N
M01AX05|glucosamine|N
M01AX07|benzydamine|N
M01AX12|glucosaminoglycan polysulfate|N
M01AX13|proquazone|N
M01AX14|orgotein|N
M01AX17|nimesulide|N
M01AX18|feprazone|N
M01AX21|diacerein|N
M01AX22|morniflumate|N
M01AX23|tenidap|N
M01AX24|oxaceprol|N
M01AX25|chondroitin sulfate|N
M01AX26|avocado and soyabean oil, unsaponifiables|N
M01AX68|feprazone|Y
M01BA01|phenylbutazone and corticosteroids|N
M01BA02|dipyrocetyl and corticosteroids|N
M01BA03|acetylsalicylic acid and corticosteroids|N
M01CA03|oxycinchophen|N
M01CB01|sodium aurothiomalate|N
M01CB02|sodium aurotiosulfate|N
M01CB03|auranofin|N
M01CB04|aurothioglucose|N
M01CB05|aurotioprol|N
M01CC01|penicillamine|N
M01CC02|bucillamine|N
M02AA01|phenylbutazone|N
M02AA02|mofebutazone|N
M02AA03|clofezone|N
M02AA04|oxyphenbutazone|N
M02AA05|benzydamine|N
M02AA06|etofenamate|N
M02AA07|piroxicam|N
M02AA08|felbinac|N
M02AA09|bufexamac|N
M02AA10|ketoprofen|N
M02AA11|bendazac|N
M02AA12|naproxen|N
M02AA13|ibuprofen|N
M02AA14|fentiazac|N
M02AA15|diclofenac|N
M02AA16|feprazone|N
M02AA17|niflumic acid|N
M02AA18|meclofenamic acid|N
M02AA19|flurbiprofen|N
M02AA21|tolmetin|N
M02AA22|suxibuzone|N
M02AA23|indometacin|N
M02AA24|nifenazone|N
M02AA25|aceclofenac|N
M02AA26|nimesulide|N
M02AA27|dexketoprofen|N
M02AA28|piketoprofen|N
M02AA29|esflurbiprofen|N
M02AB01|capsaicin|N
M02AB02|zucapsaicin|N
M02AX02|tolazoline|N
M02AX03|dimethyl sulfoxide|N
M02AX05|idrocilamide|N
M02AX06|tolperisone|N
M02AX10|various|N
M03AA01|alcuronium|N
M03AA02|tubocurarine|N
M03AA04|dimethyltubocurarine|N
M03AB01|suxamethonium|N
M03AC01|pancuronium|N
M03AC02|gallamine|N
M03AC03|vecuronium|N
M03AC04|atracurium|N
M03AC05|hexafluronium|N
M03AC06|pipecuronium bromide|N
M03AC07|doxacurium chloride|N
M03AC08|fazadinium bromide|N
M03AC09|rocuronium bromide|N
M03AC10|mivacurium chloride|N
M03AC11|cisatracurium|N
M03AX01|botulinum toxin|N
M03BA01|phenprobamate|N
M03BA02|carisoprodol|N
M03BA03|methocarbamol|N
M03BA04|styramate|N
M03BA05|febarbamate|N
M03BA51|phenprobamate|Y
M03BA52|carisoprodol|Y
M03BA53|methocarbamol|Y
M03BA71|phenprobamate|Y
M03BA72|carisoprodol|Y
M03BA73|methocarbamol|Y
M03BB02|chlormezanone|N
M03BB03|chlorzoxazone|N
M03BB52|chlormezanone|Y
M03BB53|chlorzoxazone|Y
M03BB72|chlormezanone|Y
M03BB73|chlorzoxazone|Y
M03BC01|orphenadrine (citrate)|N
M03BC51|orphenadrine|Y
M03BX01|baclofen|N
M03BX02|tizanidine|N
M03BX03|pridinol|N
M03BX04|tolperisone|N
M03BX05|thiocolchicoside|N
M03BX06|mephenesin|N
M03BX07|tetrazepam|N
M03BX08|cyclobenzaprine|N
M03BX09|eperisone|N
M03BX30|fenyramidol|N
M03BX55|thiocolchicoside|Y
